Titel,Auteur,Tags,Locatie,Goodreads Link,Graad,ISBN,Link coverafbeelding
Het Roald Dahl Quiz-Boek,Richard Maher,"non-fictie, educatief, humor",Boektoppers,https://www.goodreads.com/book/show/32602444,Eerste graad,9789026108570,
Slangen in de kinderkamer,Leon Garfield,"avontuur, mysterie, familie",Nederlandstalige fictie,https://www.goodreads.com/book/show/32867165,Eerste graad,9789021463612,
De veerpont,James Moloney,"familie, coming of age, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/33007106,Eerste graad,9789052405186,
Koor,Peter Verhelst,"poëzie, identiteit, kunst",Nederlandstalige fictie,https://www.goodreads.com/book/show/33980557,Derde graad,9789023454670,
De never evers,Tom Elien,"coming of age, romance, vriendschap",Nederlandstalige fictie,https://www.goodreads.com/book/show/34091083,Tweede graad,9789020679441,
Lopen voor je leven,Els Beerten,"sport, coming of age, drama",Boektoppers,https://www.goodreads.com/book/show/3412829,Tweede graad,9789045100524,
De varkensput,Willy Spillebeen,"spanning, vriendschap, politiek",Nederlandstalige fictie,https://www.goodreads.com/book/show/34440847,Tweede graad,9022309339,
Schemerzone,Hilde Vandermeeren,"spanning, mysterie, psychologisch",Boektoppers,https://www.goodreads.com/book/show/34725023,Tweede graad,9789021403991,
Het zijn net mensen: Beelden uit het Midden-Oosten,Joris Luyendijk,"non-fictie, politiek, cultuur",Boektoppers,https://www.goodreads.com/book/show/3477772,Derde graad,9789057593161,
Mazzel tov,Margot Vanderstraeten,"non-fictie, autobiografie, cultuur",Boektoppers,https://www.goodreads.com/book/show/34865543,Derde graad,9789045033853,
Zomerkamp Shelter,Jayne Anne Phillips,"spanning, mysterie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/35131816,Tweede graad,9789029027090,
De kooi,Ron Langenus,"historisch, spanning, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/35911851,Tweede graad,9789031718702,
Nachtogen,Peter van Gestel,"familie, mysterie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/36013236,Eerste graad,9789026108563,
"Vader, moeder, ik en zij",Jürg Schubiger,"familie, drama, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/36187406,Tweede graad,9789021481623,
"Ik weet een geheim (Rizzoli & Isles, #12)",Tess Gerritsen,"misdaad, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/36372861,Derde graad,9044348531,
Dagen van het vallend blad,Douglas C. Jones,"historisch, avontuur, oorlog",Nederlandstalige fictie,https://www.goodreads.com/book/show/36861583,Derde graad,9067900400,
Vallen,Anne Provoost,"coming of age, psychologisch, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/36861583,Tweede graad,9789052406350,
Uitgespeeld,Mel Wallis de Vries,"spanning, misdaad, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/3776917,Tweede graad,9789044313475,
Allemaal willen we de hemel,Els Beerten,"oorlog, spanning, young adult, vriendschap, verlies, historisch",Nederlandstalige fictie,https://www.goodreads.com/book/show/3836891,Tweede graad,9789045106199,
Gaten,Louis Sachar,"avontuur, mysterie, vriendschap",Boektoppers,https://www.goodreads.com/book/show/3871706,Eerste graad,9789056372422,
De geheimen,Ron Langenus,mysterie,Nederlandstalige fictie,https://www.goodreads.com/book/show/39722480,Eerste graad,9789059080089,
Waar de zon ondergaat,Ron Langenus,"historisch, avontuur, oorlog",Nederlandstalige fictie,https://www.goodreads.com/book/show/39775699,Eerste graad,9025290159,
Afblijven,Carry Slee,"vriendschap, school, coming of age",Nederlandstalige fictie,https://www.goodreads.com/book/show/39781340,Tweede graad,9789049923914,
Wild water,Scott O'Dell,"avontuur, historisch, verlies",Boektoppers,https://www.goodreads.com/book/show/39789987,Eerste graad,9020915142,
"De jongen in het graf (Liese Meerhout, #14)",Toni Coppers,"misdaad, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/40034129,Derde graad,9789022335055,
Schaduw van de leeuw,Linda Dielemans,"historisch, avontuur, fantasy",Boektoppers,https://www.goodreads.com/book/show/40373179,Tweede graad,9789025875251,
"Mathilde, ik kom je halen",Inez van Loon,"familie, historisch, drama",Boektoppers,https://www.goodreads.com/book/show/40529475,Tweede graad,9789044832709,
Blinde drift,Belinda Bauer,"misdaad, mysterie, spanning, mental health",Boektoppers,https://www.goodreads.com/book/show/40868051,Derde graad,9789400507647,
"Tsunami (Adem, #1)",Nico De Braeckeleer,"spanning, avontuur, mysterie",Boektoppers,https://www.goodreads.com/book/show/41077788,Tweede graad,9789059245723,
Wespennest,Bart Moeyaert,"spanning, mysterie, misdaad",Nederlandstalige fictie,https://www.goodreads.com/book/show/42112786,Tweede graad,9789021475424,
Offer in de Andes,Patrick Lagrou,"avontuur, spanning",Boektoppers,https://www.goodreads.com/book/show/42760059,Eerste graad,9789044803198,
Naar de maan,Frank Cottrell Boyce,"bekroond, avontuur, humor",Boektoppers,https://www.goodreads.com/book/show/42901037,Eerste graad,9789025745417,
Mariken,Peter van Gestel,"historisch, avontuur, klassieker",Nederlandstalige fictie,https://www.goodreads.com/book/show/4345661,Eerste graad,9789026112973,
De zwendelprins,Rima Orie,"fantasy, avontuur, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/43462062,Tweede graad,9789048846931,
Blauwe maandagen,Arnon Grunberg,"romance, identiteit, humor",Nederlandstalige fictie,https://www.goodreads.com/book/show/43494885,Derde graad,9789030173540,
De grote oversteek,Michael Morpurgo,"historisch, oorlog, verlies, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/43682052,Eerste graad,9021613980,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789021613987&VLACCnr=1531746&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Oktober,Søren Sveistrup,"misdaad, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/43691130,Derde graad,9789022335680,
Wat zou Martin doen?,Nic Stone,"coming of age, identiteit, school",Boektoppers,https://www.goodreads.com/book/show/43882110,Tweede graad,9789000365449,
"De lange weg van Lukas B. (Bienmann Saga, #1)",Willi Fährmann,"historisch, migratie",Nederlandstalige fictie,https://www.goodreads.com/book/show/43910880,Eerste graad,9789031710973,
Weg,Jowi Schmitz,"coming of age, verlies, familie",Nederlandstalige fictie,https://www.goodreads.com/book/show/43910880,Tweede graad,9789089672223,
The Flawed Glass,Ian Strachan,"mental health, drama, verlies",Boektoppers,https://www.goodreads.com/book/show/4402632,Tweede graad,9780316818131,
De laatste stap,Mick Van Schooneveld,"mental health, verlies, drama, avontuur, drugs, misdaad",Nederlandstalige fictie,https://www.goodreads.com/book/show/44174472,Tweede graad,9065658246,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789065658241&VLACCnr=1784892&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Adres onbekend,Susin Nielsen,"familie, coming of age, humor",Boektoppers,https://www.goodreads.com/book/show/45169181,Tweede graad,9789047710806,
"Vrouw, ziedaar uw zoon",Mim El Messaoudi,"familie, migratie, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/4532709,Tweede graad,9789022315675,
IJzerkop,Jean-Claude van Rijckeghem,"historisch, avontuur, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/45731329,Tweede graad,9789045122878,
Het toeval,Willy Spillebeen,"familie, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/4578114,Tweede graad,9789052400150,
Cortés of de val,Willy Spillebeen,"avontuur, historisch, klassieker",Nederlandstalige fictie,https://www.goodreads.com/book/show/4578117,Derde graad,9789050670418,
Monsieur Hawarden,Filip de Pillecyn,"novelle, klassieker, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/4804458,Derde graad,9789052405421,
Één is altijd gelijk aan één,Elke Sannen,"coming of age, romance, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/48753877,Tweede graad,9789002268311,
Het klimaat zijn wij: De wereld redden begint bij het ontbijt,Jonathan Safran Foer,"non-fictie, actueel, ethiek",Boektoppers,https://www.goodreads.com/book/show/49391579,Derde graad,9789026344770,
Maus Compleet,Art Spiegelman,"graphic novel, historisch, oorlog, bekroond",Graphic novels,https://www.goodreads.com/book/show/49779293,Tweede graad,9789403159201,
SAM,Tom Durie,"coming of age, familie, drama",Boektoppers,https://www.goodreads.com/book/show/49948222,Tweede graad,9789059274143,
Samen Sterk,Donna Jo Napoli,"familie, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/49948222,Eerste graad,9789031713813,
Gekaapt!,Thea Beckman,"avontuur, historisch, spanning",Boektoppers,https://www.goodreads.com/book/show/5094034,Eerste graad,9789056375164,
Wiet Waterlanders en de kleine Caroluscode,Mark Tijsmans,"fantasie, avontuur, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/5177983,Eerste graad,9789022321607,
Jonkvrouw,Jean-Claude van Rijckeghem,"historisch, romance, coming of age",Boektoppers,https://www.goodreads.com/book/show/5208528,Tweede graad,9789050164467,
Pizzamaffia slaat door,Khalid Boudou,"coming of age, school, identiteit",Boektoppers,https://www.goodreads.com/book/show/52858124,Tweede graad,9789048848447,
Maar ik ben jou niet,Nadine Sawerman,"coming of age, identiteit, school",Boektoppers,https://www.goodreads.com/book/show/52888979,Tweede graad,9789020609615,
Henna op je huid,Dirk Bracke,"romance, coming of age, identiteit, racisme, vooroordelen",Boektoppers,https://www.goodreads.com/book/show/5289107,Eerste graad,9789060000000,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789059081895&VLACCnr=7215996&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Moeders zijn gevaarlijk met messen,Do Van Ranst,"familie, drama, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/5289118,Tweede graad,9789059082762,
Wij blijven bij elkaar,Martine Letterie,"historisch, migratie, oorlog, familie",Nederlandstalige fictie,https://www.goodreads.com/book/show/52920673,Tweede graad,9789025878917,
In het teken van de Ram,Bernauw Patrick Didelez Guy,"historisch, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/52956831,Tweede graad,9789065657145,
Kwetsbaar geluk,Anke de Graaf,"romance, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/52966953,Eerste graad,9789059773806,
Suikerspin,Erik Vaminck,"familie, drama, historisch",Nederlandstalige fictie,https://www.goodreads.com/book/show/5301026,Derde graad,9789028422629,
Death in Venice,Thomas Mann,"klassieker, queer, psychologisch",Nederlandstalige fictie,https://www.goodreads.com/book/show/53061,Derde graad,9780060576172,
"Ik mis je, ik mis je!",Peter Pohl,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/53097496,Tweede graad,9789021478531,
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"actueel, identiteit, coming of age, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/54288390,Tweede graad,9789041713629,
Bart,Ap Dijksterhuis,"coming of age, identiteit, humor",Nederlandstalige fictie,https://www.goodreads.com/book/show/54353540,Tweede graad,9789044644937,
Martine Koperslager,Selma Noort,"familie, historisch, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/54401643,Eerste graad,9025841201,
Het lied van de vreemdeling,Linda Dielemans,"historisch, avontuur, fantasie",Nederlandstalige fictie,https://www.goodreads.com/book/show/54495134,Tweede graad,9789025879396,
De boom met de bittere bladeren,Ruth Erica,"coming of age, familie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/54906385,Tweede graad,9789047711995,
Blauwe plekken,Anke de Vries,"familie, drama, verlies",Boektoppers,https://www.goodreads.com/book/show/5505028,Tweede graad,9789060698310,
De reisgenoten,Bert Kouwenberg,"historisch, mysterie, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/55408348,Eerste graad,9789059081314,
Jimmies kudde,Roger H. Schoemans,"historisch, avontuur, vriendschap, racisme, vooroordelen",Nederlandstalige fictie,https://www.goodreads.com/book/show/55477122,Eerste graad,9031716790,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789031716791&VLACCnr=2283903&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Het Sleutelbeengebaar,Hilde van Cauteren,"poëzie, identiteit, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/55653574,Derde graad,9789002270611,
Hele verhalen voor een halve soldaat,Benny Lindelauf,"historisch, familie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/55659338,Tweede graad,9789021414713,
Trofee,Gaea Schoeters,"politiek, avontuur, psychologisch, thriller, maatschappijkritiek",Nederlandstalige fictie,https://www.goodreads.com/book/show/55819029,Derde graad,9789030000000,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789025318581&VLACCnr=10581824&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Jubeltenen,Rita Verschuur,"humor, familie, school",Boektoppers,https://www.goodreads.com/book/show/5594859,Eerste graad,978900031887,
Je kunt geen kant op,Astrid Sercu,"spanning, misdaad, mysterie",Boektoppers,https://www.goodreads.com/book/show/56868561,Tweede graad,9789044839876,
"Poedelnaakt (Alien & Sander, #3)",Guy Didelez,"humor, school, identiteit, avontuur, romance",Nederlandstalige fictie,https://www.goodreads.com/book/show/57058297,Eerste graad,9789460000000,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789462343900&VLACCnr=9401649&CDR=&EAN=&ISMN=&EBS=&coversize=medium
Het dorp van de zwaluwen,Marc De Bel,"historisch, oorlog, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/57205075,Eerste graad,9789463833097,
Eindspel,Evy Danckers,"spanning, misdaad, mysterie",Boektoppers,https://www.goodreads.com/book/show/57491331,Tweede graad,9789059274259,
Zonder titel,Erna Sassen,"coming of age, identiteit, school",Nederlandstalige fictie,https://www.goodreads.com/book/show/57597009,Tweede graad,9789025880958,
Medeia,Marie-Sophie Nathusius,"klassieker, mythologie, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/57801086,Derde graad,9789071380464,
De terugkeer van de wespendief,Aimée de Jongh,"magisch realisme, mental health, verlies, graphic novel",Graphic novels,https://www.goodreads.com/book/show/57973636,Tweede graad,9789492117656,
De reis om de wereld in 80 dagen,Jules Verne,"avontuur, sciencefiction",Nederlandstalige fictie,https://www.goodreads.com/book/show/5810110,Eerste graad,9789010010902,
Zwaard en kroon,Rosemary Sutcliff,"historisch, avontuur, klassieker, middeleeuwen",Nederlandstalige fictie,https://www.goodreads.com/book/show/58534504,Tweede graad,9025844723,
Het februaricomplot,Patrick Bernauw,"historisch, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/58600553,Tweede graad,9789065659477,
El tigre,Roger Vanhoeck,"avontuur, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/58745193,Eerste graad,9789054610519,
De meisjes: zeven sprookjes,Annet Schaap,"fantasie, kortverhalen, mysterie",Boektoppers,https://www.goodreads.com/book/show/58765674,Eerste graad,9789045126692,
Schaduw van Toet,Lida Dijkstra,"historisch, avontuur, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/58852664,Eerste graad,9789024595785,
Voor altijd : Romeo en Julia : een vleselijk liefdesverhaal,Pepijn Lievens,"young adult, verlies, romance",Nederlandstalige fictie,https://www.goodreads.com/book/show/58898536,Tweede graad,9789401477604,
Koude kunstjes,Bart Holsters,"spanning, mysterie, misdaad, detective",Boektoppers,https://www.goodreads.com/book/show/59233913,Tweede graad,9022311236,
Het zoete water,Joke Eikenaar,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/59364218,Eerste graad,9789051168488,
Doodverklaard,Inge Verbruggen,"spanning, mysterie, drama",Boektoppers,https://www.goodreads.com/book/show/59681704,Tweede graad,9789044839791,
Mosje en Reizele (Dutch Edition),Karlijn Stoffels,"historisch, familie, verlies",Boektoppers,https://www.goodreads.com/book/show/5971888,Tweede graad,9789021483535,
Als rozenblaadjes vallen,Brigitte Minne,"misdaad, mysterie,spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/5975967,Tweede graad,9789044801057,
Onrustvlinder,Anna Coudenys,"coming of age, identiteit, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/6033228,Eerste graad,9789022322574,
Het koningsteken. Een koning voor de Dalriaden,Rosemary Sutcliff,"historisch, avontuur, klassieker",Nederlandstalige fictie,https://www.goodreads.com/book/show/60469729,Tweede graad,9062381359,
De rest van ons leven,Els Beerten,"historisch, young adult, identiteit, oorlog",Nederlandstalige fictie,https://www.goodreads.com/book/show/60552403,Tweede graad,9789045127361,
Wolvensaga,Käthe Recheis,"young adult, fantasy, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/6061440,Eerste graad,9789026113840,
De voorlezer van de sultan,Inez van Loon,"historisch, vriendschap, young adult",Nederlandstalige fictie,https://www.goodreads.com/book/show/60636853,Tweede graad,9789044844863,
Wie is hier eigenlijk de baas? Briefwisseling met mijn dochter,Rita Törnqvist,"familie, humor, brieven",Nederlandstalige fictie,https://www.goodreads.com/book/show/60805741,Tweede graad,9021600595,
Bioboy,Inge Misschaert,"spanning, misdaad, mysterie",Boektoppers,https://www.goodreads.com/book/show/6104857,Eerste graad,9789060000000,https://webservices.bibliotheek.be/index.php?func=cover&ISBN=9789058384188&VLACCnr=10468732&CDR=&EAN=&ISMN=&EBS=&coversize=medium
En met Anna?,Jan Simoen,"coming of age, romance, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/6124465,Tweede graad,9789021482163,
"In het vervloekte hart (Bloedmaan, #1)",Rima Orie,"fantasy, avontuur, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/61301265,Tweede graad,9789048857234,
Ik moet je verraden,Ruta Sepetys,"historisch, oorlog, spanning",Boektoppers,https://www.goodreads.com/book/show/61410835,Derde graad,9789024599974,
Sprong in de leegte,Lydia Rood,"coming of age, school, identiteit",Boektoppers,https://www.goodreads.com/book/show/62885743,Eerste graad,9789025846480,
Alles wat groots voelt,Reine De Pelseneer,"historisch, romance, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/63009275,Tweede graad,9789462916715,
"Rotjong & Snotjong (RariFeiten, #4)",Guy Didelez,"humor, avontuur, vriendschap",Nederlandstalige fictie,https://www.goodreads.com/book/show/63059496,Eerste graad,9789022326824,
Extreem luid & ongelooflijk dichtbij,Jonathan Safran Foer,"coming of age, avontuur, familie, identiteit, verlies",Boektoppers,https://www.goodreads.com/book/show/6347455,Derde graad,9789041412522,
Watchmen,Alan Moore,"dystopisch, klassieker, sciencefiction, graphic novel",Graphic novels,https://www.goodreads.com/book/show/6379325,Derde graad,9789049500399,
Smash ! (Top),Robert Swindells,"spanning, avontuur, school",Nederlandstalige fictie,https://www.goodreads.com/book/show/63993948,Eerste graad,9789031713882,
De regenboog heeft maar acht kleuren,Peter Pohl,"coming of age, identiteit, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/6422111,Tweede graad,9789021478548,
Kaas,Dick Matena,"klassieker, humor, identiteit, graphic novel",Graphic novels,https://www.goodreads.com/book/show/6424884,Derde graad,9789025363390,
Vliegen zonder vleugels,Gerda van Erkel,"familie, drama, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/6434602,Eerste graad,9789059082731,
David en Jonathan,Cynthia Voigt,"coming of age, vriendschap, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/65727105,Tweede graad,9789021486277,
Ten zuiden van de grens,Haruki Murakami,"magisch realisme, romance, identiteit",Boektoppers,https://www.goodreads.com/book/show/6605353,Derde graad,9789045009896,
De gelukvinder,Edward van de Vendel,"migratie, coming of age, vriendschap",Boektoppers,https://www.goodreads.com/book/show/6631168,Tweede graad,9789045105918,
"Schrijf vaker, schrijf meer: Brieven van geliefden",Joris van Hulle,"brieven, romance, non-fictie",Boektoppers,https://www.goodreads.com/book/show/6632689,Derde graad,9789077942130,
"De Russische Connectie (Artemis Fowl, #2)",Eoin Colfer,"avontuur, fantasy, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/6693163,Eerste graad,9789050006163,
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"avontuur, fantasy, actie, humor",Engelstalige fictie,https://www.goodreads.com/book/show/6693163,Eerste graad,9789050006163,
De dagen van de bluegrassliefde,Edward van de Vendel,"romance, coming of age, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/677399,Tweede graad,9789021485102,
Candide,Kristien Dieltiens,"historisch, klassieker, satire",Nederlandstalige fictie,https://www.goodreads.com/book/show/6926330,Derde graad,9789044807578,
"See Ya, Simon",David Hill,"mental health, vriendschap, drama",Boektoppers,https://www.goodreads.com/book/show/693056,Tweede graad,9780140370560,
"Wij, twee jongens",Aline Sax,"queer, coming of age, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/7040840,Tweede graad,9789044805529,
Jaspers vlinders,Johan Vandevelde,"fantasy, spanning, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/7066838,Tweede graad,9789059322783,
Kelderkind,Kristien Dieltiens,"psychologisch, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/70764461,Derde graad,9789058388223,
Een lied voor Lore,Hedwig van de Velde,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/7076447,Eerste graad,9789059082557,
Seventeen,Per Nilsson,"coming of age, identiteit, romance",Boektoppers,https://www.goodreads.com/book/show/708521,Tweede graad,9781932425895,
Ik ben niet bang,Niccolò Ammaniti,"spanning, mysterie, coming of age",Boektoppers,https://www.goodreads.com/book/show/7086281,Tweede graad,9789048802661,
Prins van de Hel,Wendy Stroobant,"spanning, fantasie, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/7140694,Tweede graad,9789059082618,
Op zoek naar Violet Park,Jenny Valentine,"mysterie, familie, coming of age",Nederlandstalige fictie,https://www.goodreads.com/book/show/7197003,Tweede graad,9789048800810,
We noemen hem Anna,Peter Pohl,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/7259235,Tweede graad,9789021478524,
Wild vlees,Marita de Sterck,"familie, verlies, drama",Boektoppers,https://www.goodreads.com/book/show/7542647,Tweede graad,9789021483108,
Johanno,Simone van der Vlugt,"historisch, mysterie, spanning",Boektoppers,https://www.goodreads.com/book/show/7556394,Tweede graad,9789056373436,
De tranen van de moordenaar,Anne-Laure Bondoux,"historisch, coming of age, familie, verlies, young adult",Nederlandstalige fictie,https://www.goodreads.com/book/show/7556396,Tweede graad,9789025739911,
Ons derde lichaam,Edward van de Vendel,"queer, identiteit, drama",Boektoppers,https://www.goodreads.com/book/show/7556412,Derde graad,9789045103167,
Het lege ei,Hedwig van de Velde,"familie, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/7614727,Tweede graad,9789059083226,
Nestvallers,Lies Bate,"familie, coming of age, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/7630667,Tweede graad,9789059082632,
Maya,Jostein Gaarder,"filosofie, fantasie, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/7636702,Tweede graad,9789068016864,
Bloemen op de muur,Kristien Dieltiens,"familie, drama, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/7674757,Eerste graad,9789044800661,
Die dag aan zee,Peter van Gestel,"familie, coming of age, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/7702231,Eerste graad,9789045100449,
"Jij, jij en jij",Per Nilsson,"coming of age, romance, identiteit",Boektoppers,https://www.goodreads.com/book/show/7714852,Tweede graad,9789056372613,
"Wilhelmina Smiths (Tillerman Family, #5)",Cynthia Voigt,"familie, coming of age, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/7718038,Tweede graad,9789021486178,
Lucht,Bart Koubaa,"drama, familie, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/7734419,Derde graad,9789044805505,
Niet meer dan lucht,Veerle Vrindts,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/7734419,Eerste graad,9789044805505,
Boomhuttentijd,Do Van Ranst,"vriendschap, avontuur, familie",Nederlandstalige fictie,https://www.goodreads.com/book/show/7899184,Eerste graad,9789031715206,
Lawines razen,An Rutgers van der Loeff,"avontuur, natuur, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/8061202,Eerste graad,9789021665382,
De Dievenbende van Scipio,Cornelia Funke,"avontuur, mysterie, vriendschap",Nederlandstalige fictie,https://www.goodreads.com/book/show/8086464,Eerste graad,9789045100401,
Negen open armen,Benny Lindelauf,"historisch, familie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/8088579,Tweede graad,9789045100920,
Slecht,Jan Simoen,"coming of age, identiteit, school",Nederlandstalige fictie,https://www.goodreads.com/book/show/8088582,Tweede graad,9789045105888,
Sproetenliefde,Maren Stoffels,"romance, coming of age, school",Boektoppers,https://www.goodreads.com/book/show/8150005,Tweede graad,9789025851262,
De weg van de wind (Yarim #2),Hans Hagen,"avontuur, reizen",Boektoppers,https://www.goodreads.com/book/show/8153739,Eerste graad,9789000029006,
Bevroren kamers,Jan De Leeuw,"familie, mysterie, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/8230753,Tweede graad,9789059082946,
Bevroren,Mischa de Vreede,"mental health, verlies, familie",Boektoppers,https://www.goodreads.com/book/show/8230753,Derde graad,9789059082946,
De hondeneters,Marita de Sterck,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/8230813,Tweede graad,9789045107714,
Papinette,Kristien Dieltiens,"historisch, familie, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/8230860,Eerste graad,9789044809503,
Prins Pukkel,Karel Versteylen,"humor, avontuur, fantasie",Nederlandstalige fictie,https://www.goodreads.com/book/show/8231596,Eerste graad,9789065655912,
"De ruiter met het masker (Kingdom, #1)",Cynthia Voigt,"avontuur, fantasy, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/8294679,Tweede graad,9789021486284,
Floris en Belle,Kustermans Paul,"historisch, avontuur, romance",Nederlandstalige fictie,https://www.goodreads.com/book/show/83101784,Eerste graad,9789031715831,
Een pluisje van de zee,Willy Spillebeen,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/8315434,Eerste graad,9789065659019,
Winterijs,Peter van Gestel,"historisch, verlies, vriendschap",Boektoppers,https://www.goodreads.com/book/show/8331367,Tweede graad,9789026127953,
Drakenslippers,Rosalind B. Penfold,"graphic novel, autobiografie, mental health",Graphic novels,https://www.goodreads.com/book/show/8470278,Tweede graad,9789026985324,
De zaak Tootanchamon,Herman Van Campenhout,"avontuur, mysterie",Boektoppers,https://www.goodreads.com/book/show/8483342,Eerste graad,9789059081536,
Gebr.,Ted van Lieshout,"familie, verlies, coming of age",Nederlandstalige fictie,https://www.goodreads.com/book/show/8493143,Tweede graad,9789046806647,
De hemel van Heivisj,Benny Lindelauf,"familie, historisch, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/8536146,Tweede graad,9789045110400,
Niemand anders dan ik,Cynthia Voigt,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/8583995,Tweede graad,9789020000000,
Heer doos,Willem van Toorn,"poëzie, identiteit, humor",Nederlandstalige fictie,https://www.goodreads.com/book/show/8584008,Derde graad,9789021484228,
De roep van Zotte Lotte,Hedwig van de Velde,"avontuur, mysterie, familie",Nederlandstalige fictie,https://www.goodreads.com/book/show/86631987,Eerste graad,9789059081017,
Dan Alone,John Rowe Townend,"avontuur, mysterie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/8790395,Tweede graad,9780397320547,
Papier,Dirk Bracke,"school, drama, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/88009908,Tweede graad,9789059083288,
